435,2000
596,2000
435,500
564,2000
657,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
345,2000
234,500
123,2000
